Timestamp,Name
00:03,dissipation
00:03,energy-drain-x3
00:06,swiftcast
00:06,chain-stratagem
00:15,aetherflow
00:18,energy-drain-x3
00:24,succor
00:30,biolysis
00:36,fey-illumination
00:39,whispering-dawn
00:45,fey-blessing
01:00,biolysis
01:01,summon-seraph
01:02,consolation
01:12,consolation
01:15,aetherflow
01:30,biolysis
01:31,lucid-dreaming
01:35,sacred-soil
01:38,recitation
01:39,whispering-dawn
01:48,indominability
01:51,excogitation
02:00,biolysis
02:06,chain-stratagem
02:09,sacred-soil
02:15,fey-blessing
02:15,aetherflow
02:18,energy-drain-x2
02:30,biolysis
02:39,fey-illumination
02:40,surecast
02:42,whispering-dawn
02:57,lustrate
03:00,biolysis
03:01,dissipation
03:02,energy-drain-x1
03:03,excogitation
03:09,sacred-soil
03:15,aetherflow
03:18,energy-drain-x2
03:24,recitation
03:25,indominability
03:30,biolysis
03:31,lucid-dreaming
03:33,adloquium
03:36,deployment-tactics
03:46,fey-blessing
03:49,whispering-dawn
04:00,biolysis
04:03,adloquium
04:06,excogitation
04:09,chain-stratagem
04:12,adloquium
04:13,fey-union
04:15,aetherflow
04:18,energy-drain-x1
04:18,sacred-soil
04:30,biolysis
04:31,lucid-dreaming
04:33,succor
04:39,fey-illumination
04:46,fey-blessing
04:49,sacred-soil
04:50,whispering-dawn
04:52,summon-seraph
04:53,consolation
04:58,consolation
05:00,biolysis
05:15,aetherflow
05:18,energy-drain-x2
05:24,fey-union
05:27,sacred-soil
05:30,biolysis
05:31,lucid-dreaming
05:36,recitation
05:42,indominability
05:54,surecast
06:00,biolysis
06:06,adloquium
06:09,deployment-tactics
06:10,chain-stratagem
06:12,whispering-dawn
06:15,aetherflow
06:19,sacred-soil
06:21,fey-blessing
06:27,indominability
06:30,biolysis
06:37,fey-union
06:39,adloquium
06:48,succor
06:51,fey-illumination
06:57,summon-seraph
06:58,consolation
07:00,biolysis
07:06,sacred-soil
07:09,consolation
07:10,succor
07:15,whispering-dawn
07:15,aetherflow
07:18,energy-drain-x2
07:19,indominability
07:30,biolysis
07:31,lucid-dreaming
07:36,fey-blessing
07:39,dissipation
07:42,energy-drain-x2
08:00,biolysis
08:09,adloquium
08:12,deployment-tactics
08:12,chain-stratagem
08:15,sacred-soil
08:15,aetherflow
08:16,energy-drain-x2
08:18,recitation
08:19,indominability
08:21,whispering-dawn
08:30,biolysis
08:36,fey-blessing
08:46,succor
09:00,biolysis
09:03,fey-illumination
09:04,succor
09:12,sacred-soil
09:15,aetherflow
09:19,indominability
09:30,biolysis
09:31,lucid-dreaming
09:33,whispering-dawn
09:45,succor
09:48,sacred-soil
09:53,recitation
09:54,succor
09:57,summon-seraph
09:58,consolation
10:00,biolysis
10:03,consolation
10:04,indominability
10:06,fey-blessing
10:07,succor
