Timestamp,Name
00:15,temperance
00:21,divine-benison
00:21,asylum
00:30,dia
00:48,assize
01:00,dia
01:06,divine-benison
01:09,afflatus-rapture
01:30,dia
01:33,assize
01:37,afflatus-rapture
01:39,plenary-indulgence
01:45,asylum
01:48,afflatus-rapture
01:52,divine-benison
02:00,dia
02:03,tetragrammaton
02:15,afflatus-rapture
02:18,assize
02:30,divine-benison
02:30,dia
02:40,surecast
02:47,afflatus-rapture
02:52,medica-ii
03:00,dia
03:03,assize
03:06,divine-benison
03:12,tetragrammaton
03:25,temperance
03:25,afflatus-rapture
03:30,dia
03:36,divine-benison
03:39,plenary-indulgence
03:42,asylum
03:45,afflatus-rapture
03:48,assize
03:57,medica-ii
04:00,dia
04:03,benediction
04:06,afflatus-solace
04:15,divine-benison
04:18,assize
04:23,tetragrammaton
04:30,dia
04:33,afflatus-rapture
04:39,plenary-indulgence
04:42,medica-ii
04:45,divine-benison
05:00,dia
05:03,assize
05:17,divine-benison
05:21,asylum
05:30,dia
05:33,tetragrammaton
05:36,afflatus-solace
05:41,plenary-indulgence
05:44,medica-ii
05:47,afflatus-rapture
05:47,divine-benison
05:48,assize
05:50,surecast
06:00,dia
06:17,divine-benison
06:18,assize
06:24,afflatus-rapture
06:30,dia
06:41,tetragrammaton
07:00,dia
07:03,assize
07:05,asylum
07:05,plenary-indulgence
07:07,temperance
07:11,afflatus-rapture
07:15,divine-benison
07:15,medica-ii
07:18,benediction
07:18,afflatus-rapture
07:30,dia
07:45,divine-benison
07:48,assize
07:51,tetragrammaton
08:00,dia
08:09,plenary-indulgence
08:12,afflatus-solace
08:15,divine-benison
08:18,assize
08:19,afflatus-rapture
08:22,medica-ii
08:30,dia
08:45,divine-benison
08:47,plenary-indulgence
08:53,tetragrammaton
09:00,dia
09:12,plenary-indulgence
09:15,divine-benison
09:18,afflatus-rapture
09:21,afflatus-rapture
09:24,medica-ii
09:03,assize
09:30,dia
09:45,divine-benison
09:48,assize
09:51,asylum
09:55,afflatus-rapture
09:57,tetragrammaton
10:00,dia
10:07,temperance
